LocationId,Suburb,Postcode,Zone Abbreviation,Serialised Settings
1,DARWIN,800,NT,
2,ALAWA,810,NT,
3,BRINKIN,810,NT,
4,CASUARINA,810,NT,
5,JINGILI,810,NT,
6,LEE POINT,810,NT,
7,MILLNER,810,NT,
8,MOIL,810,NT,
9,NAKARA,810,NT,
10,NIGHTCLIFF,810,NT,
11,RAPID CREEK,810,NT,
12,TIWI,810,NT,
13,WAGAMAN,810,NT,
14,WANGURI,810,NT,
15,KARAMA,812,NT,
16,LEANYER,812,NT,
17,MALAK,812,NT,
18,MARRARA,812,NT,
19,WULAGI,812,NT,
21,BAYVIEW,820,NT,
22,CHARLES DARWIN,820,NT,
23,COONAWARRA,820,NT,
25,EAST POINT,820,NT,
26,FANNIE BAY,820,NT,
27,LARRAKEYAH,820,NT,
28,LUDMILLA,820,NT,
29,PARAP,820,NT,
30,STUART PARK,820,NT,
31,THE GARDENS,820,NT,
32,THE NARROWS,820,NT,
33,WINNELLIE,820,NT,
34,WOOLNER,820,NT,
35,BERRIMAH,828,NT,
36,KNUCKEY LAGOON,828,NT,
37,HOLTZE,829,NT,
38,DRIVER,830,NT,
39,DURACK,830,NT,
40,FARRAR,830,NT,
41,GRAY,830,NT,
42,MARLOW LAGOON,830,NT,
43,MOULDEN,830,NT,
44,PALMERSTON,830,NT,
45,SHOAL BAY,830,NT,
46,WOODROFFE,830,NT,
47,YARRAWONGA,830,NT,
48,GUNN,832,NT,
49,MITCHELL,832,NT,
50,ROSEBERY,832,NT,
51,ROSEBERY HEIGHTS,832,NT,
52,HOWARD SPRINGS,835,NT,
54,GIRRAWEEN,836,NT,
55,HERBERT,836,NT,
56,MANTON,837,NT,
57,BERRY SPRINGS,838,NT,
58,DUNDEE BEACH,840,NT,
59,DUNDEE DOWNS,840,NT,
60,DUNDEE FOREST,840,NT,
61,DARWIN RIVER,841,NT,
62,BATCHELOR,845,NT,
63,ADELAIDE RIVER,846,NT,
64,PINE CREEK,847,NT,
65,KATHERINE,850,NT,
66,BESWICK,852,NT,
67,DALY WATERS,852,NT,
68,KATHERINE,852,NT,
69,LAJAMANU,852,NT,
70,LARRIMAH,852,NT,
71,MANBULLOO,852,NT,
73,WAVE HILL,852,NT,
74,BORROLOOLA,854,NT,
75,TENNANT CREEK,860,NT,
78,ELLIOTT,862,NT,
81,NEWCASTLE WATERS,862,NT,
82,RENNER SPRINGS,862,NT,
83,TENNANT CREEK,862,NT,
84,WARREGO,862,NT,
86,ALICE SPRINGS,870,NT,
87,ALI CURUNG,872,NT,
88,ALICE SPRINGS,872,NT,
89,AMATA,872,NT,
91,AREYONGA,872,NT,
92,ERLDUNDA,872,NT,
93,FINKE,872,NT,
94,GIBSON DESERT NORTH,872,WA,
95,HAASTS BLUFF,872,NT,
96,KINTORE,872,NT,
97,SANTA TERESA,872,NT,
98,TI TREE,872,NT,
100,WILLOWRA,872,NT,
101,YUELAMU,872,NT,
102,YUENDUMU,872,NT,
103,YULARA,872,NT,
105,NHULUNBUY,880,NT,
106,JABIRU,886,NT,
107,DAWES POINT,2000,NSW,
108,HAYMARKET,2000,NSW,
109,MILLERS POINT,2000,NSW,
110,PARLIAMENT HOUSE,2000,NSW,
111,SYDNEY,2000,NSW,
112,SYDNEY SOUTH,2000,NSW,
113,THE ROCKS,2000,NSW,
114,THE UNIVERSITY OF SYDNEY,2006,NSW,
115,BROADWAY,2007,NSW,
116,ULTIMO,2007,NSW,
117,CHIPPENDALE,2008,NSW,
118,DARLINGTON,2008,NSW,
119,PYRMONT,2009,NSW,
120,DARLINGHURST,2010,NSW,
121,SURRY HILLS,2010,NSW,
122,ELIZABETH BAY,2011,NSW,
124,POTTS POINT,2011,NSW,
125,RUSHCUTTERS BAY,2011,NSW,
126,WOOLLOOMOOLOO,2011,NSW,
127,ALEXANDRIA,2015,NSW,
128,BEACONSFIELD,2015,NSW,
129,EVELEIGH,2015,NSW,
130,REDFERN,2016,NSW,
131,WATERLOO,2017,NSW,
132,ZETLAND,2017,NSW,
133,EASTLAKES,2018,NSW,
134,ROSEBERY,2018,NSW,
135,BANKSMEADOW,2019,NSW,
136,BOTANY,2019,NSW,
137,MASCOT,2020,NSW,
138,SYDNEY DOMESTIC AIRPORT,2020,NSW,
139,SYDNEY INTERNATIONAL AIRPORT,2020,NSW,
140,MOORE PARK,2021,NSW,
141,PADDINGTON,2021,NSW,
142,BONDI JUNCTION,2022,NSW,
144,QUEENS PARK,2022,NSW,
145,BELLEVUE HILL,2023,NSW,
146,BRONTE,2024,NSW,
147,WAVERLEY,2024,NSW,
148,WOOLLAHRA,2025,NSW,
149,BONDI,2026,NSW,
150,BONDI BEACH,2026,NSW,
151,NORTH BONDI,2026,NSW,
152,TAMARAMA,2026,NSW,
153,DARLING POINT,2027,NSW,
154,EDGECLIFF,2027,NSW,
155,HMAS RUSHCUTTERS,2027,NSW,
156,POINT PIPER,2027,NSW,
157,DOUBLE BAY,2028,NSW,
158,ROSE BAY,2029,NSW,
159,DOVER HEIGHTS,2030,NSW,
160,HMAS WATSON,2030,NSW,
161,ROSE BAY NORTH,2030,NSW,
162,VAUCLUSE,2030,NSW,
163,WATSONS BAY,2030,NSW,
164,CLOVELLY,2031,NSW,
165,CLOVELLY WEST,2031,NSW,
166,RANDWICK,2031,NSW,
167,ST PAULS,2031,NSW,
168,DACEYVILLE,2032,NSW,
169,KINGSFORD,2032,NSW,
170,KENSINGTON,2033,NSW,
171,COOGEE,2034,NSW,
172,SOUTH COOGEE,2034,NSW,
173,MAROUBRA,2035,NSW,
174,MAROUBRA SOUTH,2035,NSW,
175,PAGEWOOD,2035,NSW,
176,CHIFLEY,2036,NSW,
177,EASTGARDENS,2036,NSW,
178,HILLSDALE,2036,NSW,
179,LA PEROUSE,2036,NSW,
180,LITTLE BAY,2036,NSW,
181,MALABAR,2036,NSW,
182,MATRAVILLE,2036,NSW,
183,PHILLIP BAY,2036,NSW,
184,PORT BOTANY,2036,NSW,
185,FOREST LODGE,2037,NSW,
186,GLEBE,2037,NSW,
187,ANNANDALE,2038,NSW,
188,ROZELLE,2039,NSW,
189,LEICHHARDT,2040,NSW,
190,LILYFIELD,2040,NSW,
191,BALMAIN,2041,NSW,
192,BALMAIN EAST,2041,NSW,
193,BIRCHGROVE,2041,NSW,
194,ENMORE,2042,NSW,
195,NEWTOWN,2042,NSW,
196,ERSKINEVILLE,2043,NSW,
197,ST PETERS,2044,NSW,
198,SYDENHAM,2044,NSW,
199,TEMPE,2044,NSW,
200,HABERFIELD,2045,NSW,
201,ABBOTSFORD,2046,NSW,
202,CANADA BAY,2046,NSW,
203,CHISWICK,2046,NSW,
204,FIVE DOCK,2046,NSW,
205,RODD POINT,2046,NSW,
206,RUSSELL LEA,2046,NSW,
207,WAREEMBA,2046,NSW,
208,DRUMMOYNE,2047,NSW,
209,STANMORE,2048,NSW,
210,LEWISHAM,2049,NSW,
211,PETERSHAM,2049,NSW,
212,PETERSHAM NORTH,2049,NSW,
213,CAMPERDOWN,2050,NSW,
214,MISSENDEN ROAD,2050,NSW,
216,HMAS WATERHEN,2060,NSW,
217,LAVENDER BAY,2060,NSW,
218,MCMAHONS POINT,2060,NSW,
219,NORTH SYDNEY,2060,NSW,
220,NORTH SYDNEY SHOPPINGWORLD,2060,NSW,
221,WAVERTON,2060,NSW,
222,KIRRIBILLI,2061,NSW,
223,MILSONS POINT,2061,NSW,
224,CAMMERAY,2062,NSW,
225,NORTHBRIDGE,2063,NSW,
226,ARTARMON,2064,NSW,
227,CROWS NEST,2065,NSW,
228,GREENWICH,2065,NSW,
229,NAREMBURN,2065,NSW,
230,ROYAL NORTH SHORE HOSPITAL,2065,NSW,
231,ST LEONARDS,2065,NSW,
232,WOLLSTONECRAFT,2065,NSW,
233,LANE COVE,2066,NSW,
234,LANE COVE NORTH,2066,NSW,
235,LANE COVE WEST,2066,NSW,
236,LINLEY POINT,2066,NSW,
237,LONGUEVILLE,2066,NSW,
238,NORTHWOOD,2066,NSW,
239,RIVERVIEW,2066,NSW,
240,CHATSWOOD,2067,NSW,
241,CHATSWOOD WEST,2067,NSW,
242,CASTLECRAG,2068,NSW,
243,MIDDLE COVE,2068,NSW,
244,NORTH WILLOUGHBY,2068,NSW,
245,WILLOUGHBY,2068,NSW,
246,WILLOUGHBY EAST,2068,NSW,
247,WILLOUGHBY NORTH,2068,NSW,
248,CASTLE COVE,2069,NSW,
249,ROSEVILLE,2069,NSW,
250,ROSEVILLE CHASE,2069,NSW,
251,EAST LINDFIELD,2070,NSW,
252,LINDFIELD,2070,NSW,
253,LINDFIELD WEST,2070,NSW,
254,EAST KILLARA,2071,NSW,
255,KILLARA,2071,NSW,
256,GORDON,2072,NSW,
257,PYMBLE,2073,NSW,
258,WEST PYMBLE,2073,NSW,
259,NORTH TURRAMURRA,2074,NSW,
260,SOUTH TURRAMURRA,2074,NSW,
261,TURRAMURRA,2074,NSW,
262,WARRAWEE,2074,NSW,
263,ST IVES,2075,NSW,
264,ST IVES CHASE,2075,NSW,
265,NORMANHURST,2076,NSW,
266,NORTH WAHROONGA,2076,NSW,
267,WAHROONGA,2076,NSW,
268,ASQUITH,2077,NSW,
269,HORNSBY,2077,NSW,
270,HORNSBY HEIGHTS,2077,NSW,
271,WAITARA,2077,NSW,
272,MOUNT COLAH,2079,NSW,
273,MOUNT KURING-GAI,2080,NSW,
274,BEROWRA,2081,NSW,
275,COWAN,2081,NSW,
276,BEROWRA HEIGHTS,2082,NSW,
277,BEROWRA WATERS,2082,NSW,
278,BAR POINT,2083,NSW,
279,BROOKLYN,2083,NSW,
280,CHEERO POINT,2083,NSW,
281,COGRA BAY,2083,NSW,
282,DANGAR ISLAND,2083,NSW,
283,MILSONS PASSAGE,2083,NSW,
284,MOONEY MOONEY,2083,NSW,
285,COTTAGE POINT,2084,NSW,
286,DUFFYS FOREST,2084,NSW,
287,TERREY HILLS,2084,NSW,
288,BELROSE,2085,NSW,
289,BELROSE WEST,2085,NSW,
290,DAVIDSON,2085,NSW,
291,FRENCHS FOREST,2086,NSW,
292,FRENCHS FOREST EAST,2086,NSW,
293,FORESTVILLE,2087,NSW,
294,KILLARNEY HEIGHTS,2087,NSW,
295,MOSMAN,2088,NSW,
296,SPIT JUNCTION,2088,NSW,
297,NEUTRAL BAY,2089,NSW,
298,NEUTRAL BAY JUNCTION,2089,NSW,
299,CREMORNE,2090,NSW,
300,CREMORNE JUNCTION,2090,NSW,
301,CREMORNE POINT,2090,NSW,
302,SEAFORTH,2092,NSW,
303,BALGOWLAH,2093,NSW,
304,BALGOWLAH HEIGHTS,2093,NSW,
305,CLONTARF,2093,NSW,
306,MANLY VALE,2093,NSW,
307,NORTH BALGOWLAH,2093,NSW,
308,FAIRLIGHT,2094,NSW,
309,MANLY,2095,NSW,
310,MANLY EAST,2095,NSW,
311,CURL CURL,2096,NSW,
313,QUEENSCLIFF,2096,NSW,
314,COLLAROY,2097,NSW,
315,COLLAROY BEACH,2097,NSW,
317,WHEELER HEIGHTS,2097,NSW,
318,CROMER,2099,NSW,
319,DEE WHY,2099,NSW,
320,NARRAWEENA,2099,NSW,
321,NORTH CURL CURL,2099,NSW,
322,ALLAMBIE HEIGHTS,2100,NSW,
323,BEACON HILL,2100,NSW,
324,BROOKVALE,2100,NSW,
325,NORTH MANLY,2100,NSW,
326,OXFORD FALLS,2100,NSW,
327,WARRINGAH MALL,2100,NSW,
328,ELANORA HEIGHTS,2101,NSW,
329,INGLESIDE,2101,NSW,
330,NARRABEEN,2101,NSW,
331,NORTH NARRABEEN,2101,NSW,
332,WARRIEWOOD,2102,NSW,
333,MONA VALE,2103,NSW,
334,BAYVIEW,2104,NSW,
335,CHURCH POINT,2105,NSW,
336,ELVINA BAY,2105,NSW,
337,LOVETT BAY,2105,NSW,
338,SCOTLAND ISLAND,2105,NSW,
339,NEWPORT,2106,NSW,
340,NEWPORT BEACH,2106,NSW,
341,AVALON BEACH,2107,NSW,
344,CLAREVILLE,2107,NSW,
347,WHALE BEACH,2107,NSW,
348,COASTERS RETREAT,2108,NSW,
349,CURRAWONG BEACH,2108,NSW,
350,GREAT MACKEREL BEACH,2108,NSW,
352,PALM BEACH,2108,NSW,
354,HUNTERS HILL,2110,NSW,
355,WOOLWICH,2110,NSW,
356,BORONIA PARK,2111,NSW,
357,GLADESVILLE,2111,NSW,
358,HENLEY,2111,NSW,
359,HUNTLEYS COVE,2111,NSW,
360,HUNTLEYS POINT,2111,NSW,
361,MONASH PARK,2111,NSW,
362,TENNYSON POINT,2111,NSW,
363,DENISTONE EAST,2112,NSW,
364,PUTNEY,2112,NSW,
365,RYDE,2112,NSW,
366,BLENHEIM ROAD,2113,NSW,
367,EAST RYDE,2113,NSW,
368,MACQUARIE CENTRE,2113,NSW,
369,MACQUARIE PARK,2113,NSW,
370,NORTH RYDE,2113,NSW,
371,DENISTONE,2114,NSW,
372,DENISTONE WEST,2114,NSW,
373,MEADOWBANK,2114,NSW,
374,MELROSE PARK,2114,NSW,
375,WEST RYDE,2114,NSW,
376,ERMINGTON,2115,NSW,
377,RYDALMERE,2116,NSW,
378,DUNDAS,2117,NSW,
379,DUNDAS VALLEY,2117,NSW,
380,OATLANDS,2117,NSW,
381,TELOPEA,2117,NSW,
382,CARLINGFORD,2118,NSW,
383,CARLINGFORD COURT,2118,NSW,
384,CARLINGFORD NORTH,2118,NSW,
385,KINGSDENE,2118,NSW,
386,BEECROFT,2119,NSW,
387,CHELTENHAM,2119,NSW,
388,PENNANT HILLS,2120,NSW,
389,THORNLEIGH,2120,NSW,
390,WESTLEIGH,2120,NSW,
391,EPPING,2121,NSW,
392,NORTH EPPING,2121,NSW,
393,EASTWOOD,2122,NSW,
394,MARSFIELD,2122,NSW,
395,WEST PENNANT HILLS,2125,NSW,
396,CHERRYBROOK,2126,NSW,
398,NEWINGTON,2127,NSW,
399,SILVERWATER,2128,NSW,
400,SUMMER HILL,2130,NSW,
401,ASHFIELD,2131,NSW,
402,CROYDON,2132,NSW,
403,CROYDON PARK,2133,NSW,
404,ENFIELD SOUTH,2133,NSW,
405,BURWOOD,2134,NSW,
406,BURWOOD NORTH,2134,NSW,
407,STRATHFIELD,2135,NSW,
408,BURWOOD HEIGHTS,2136,NSW,
409,ENFIELD,2136,NSW,
410,STRATHFIELD SOUTH,2136,NSW,
411,BREAKFAST POINT,2137,NSW,
412,CABARITA,2137,NSW,
413,CONCORD,2137,NSW,
414,MORTLAKE,2137,NSW,
415,NORTH STRATHFIELD,2137,NSW,
416,CONCORD WEST,2138,NSW,
417,LIBERTY GROVE,2138,NSW,
418,RHODES,2138,NSW,
419,HOMEBUSH,2140,NSW,
420,HOMEBUSH SOUTH,2140,NSW,
421,HOMEBUSH WEST,2140,NSW,
422,BERALA,2141,NSW,
423,LIDCOMBE,2141,NSW,
424,LIDCOMBE NORTH,2141,NSW,
425,ROOKWOOD,2141,NSW,
426,BLAXCELL,2142,NSW,
427,CAMELLIA,2142,NSW,
428,CLYDE,2142,NSW,
429,GRANVILLE,2142,NSW,
430,HOLROYD,2142,NSW,
431,ROSEHILL,2142,NSW,
432,SOUTH GRANVILLE,2142,NSW,
433,BIRRONG,2143,NSW,
434,POTTS HILL,2143,NSW,
435,REGENTS PARK,2143,NSW,
436,AUBURN,2144,NSW,
437,GIRRAWEEN,2145,NSW,
438,GREYSTANES,2145,NSW,
439,MAYS HILL,2145,NSW,
440,PEMULWUY,2145,NSW,
441,PENDLE HILL,2145,NSW,
442,SOUTH WENTWORTHVILLE,2145,NSW,
443,WENTWORTHVILLE,2145,NSW,
444,WESTMEAD,2145,NSW,
445,OLD TOONGABBIE,2146,NSW,
446,TOONGABBIE,2146,NSW,
447,TOONGABBIE EAST,2146,NSW,
448,KINGS LANGLEY,2147,NSW,
449,LALOR PARK,2147,NSW,
450,SEVEN HILLS,2147,NSW,
451,SEVEN HILLS WEST,2147,NSW,
452,ARNDELL PARK,2148,NSW,
453,BLACKTOWN,2148,NSW,
454,BLACKTOWN WESTPOINT,2148,NSW,
455,HUNTINGWOOD,2148,NSW,
456,KINGS PARK,2148,NSW,
457,MARAYONG,2148,NSW,
458,PROSPECT,2148,NSW,
459,HARRIS PARK,2150,NSW,
460,PARRAMATTA,2150,NSW,
461,PARRAMATTA WESTFIELD,2150,NSW,
462,NORTH PARRAMATTA,2151,NSW,
463,NORTH ROCKS,2151,NSW,
464,NORTHMEAD,2152,NSW,
465,BAULKHAM HILLS,2153,NSW,
466,BELLA VISTA,2153,NSW,
467,WINSTON HILLS,2153,NSW,
468,CASTLE HILL,2154,NSW,
469,BEAUMONT HILLS,2155,NSW,
470,KELLYVILLE,2155,NSW,
471,KELLYVILLE RIDGE,2155,NSW,
472,ROUSE HILL,2155,NSW,
473,ANNANGROVE,2156,NSW,
474,GLENHAVEN,2156,NSW,
475,KENTHURST,2156,NSW,
476,CANOELANDS,2157,NSW,
477,FOREST GLEN,2157,NSW,
478,GLENORIE,2157,NSW,
479,DURAL,2158,NSW,
480,MIDDLE DURAL,2158,NSW,
481,ROUND CORNER,2158,NSW,
482,ARCADIA,2159,NSW,
483,BERRILEE,2159,NSW,
484,FIDDLETOWN,2159,NSW,
485,GALSTON,2159,NSW,
486,MERRYLANDS,2160,NSW,
487,MERRYLANDS WEST,2160,NSW,
488,GUILDFORD,2161,NSW,
489,GUILDFORD WEST,2161,NSW,
490,OLD GUILDFORD,2161,NSW,
491,YENNORA,2161,NSW,
492,CHESTER HILL,2162,NSW,
493,SEFTON,2162,NSW,
494,CARRAMAR,2163,NSW,
495,LANSDOWNE,2163,NSW,
496,VILLAWOOD,2163,NSW,
497,SMITHFIELD,2164,NSW,
498,SMITHFIELD WEST,2164,NSW,
499,WETHERILL PARK,2164,NSW,
500,WOODPARK,2164,NSW,
501,FAIRFIELD,2165,NSW,
502,FAIRFIELD EAST,2165,NSW,
503,FAIRFIELD HEIGHTS,2165,NSW,
504,FAIRFIELD WEST,2165,NSW,
505,CABRAMATTA,2166,NSW,
506,CABRAMATTA WEST,2166,NSW,
507,CANLEY HEIGHTS,2166,NSW,
508,CANLEY VALE,2166,NSW,
509,LANSVALE,2166,NSW,
510,GLENFIELD,2167,NSW,
511,ASHCROFT,2168,NSW,
512,BUSBY,2168,NSW,
513,CARTWRIGHT,2168,NSW,
514,GREEN VALLEY,2168,NSW,
515,HECKENBERG,2168,NSW,
516,HINCHINBROOK,2168,NSW,
517,SADLEIR,2168,NSW,
518,CASULA,2170,NSW,
519,CASULA MALL,2170,NSW,
520,CHIPPING NORTON,2170,NSW,
521,HAMMONDVILLE,2170,NSW,
522,LIVERPOOL,2170,NSW,
523,LIVERPOOL SOUTH,2170,NSW,
524,LIVERPOOL WESTFIELD,2170,NSW,
525,LURNEA,2170,NSW,
526,MOOREBANK,2170,NSW,
527,MOUNT PRITCHARD,2170,NSW,
528,PRESTONS,2170,NSW,
529,WARWICK FARM,2170,NSW,
530,CECIL HILLS,2171,NSW,
531,HORNINGSEA PARK,2171,NSW,
532,HOXTON PARK,2171,NSW,
533,MIDDLETON GRANGE,2171,NSW,
534,WEST HOXTON,2171,NSW,
535,PLEASURE POINT,2172,NSW,
536,SANDY POINT,2172,NSW,
537,VOYAGER POINT,2172,NSW,
538,HOLSWORTHY,2173,NSW,
539,WATTLE GROVE,2173,NSW,
540,HORSLEY PARK,2175,NSW,
541,ABBOTSBURY,2176,NSW,
542,BOSSLEY PARK,2176,NSW,
543,EDENSOR PARK,2176,NSW,
544,GREENFIELD PARK,2176,NSW,
545,PRAIRIEWOOD,2176,NSW,
546,ST JOHNS PARK,2176,NSW,
547,WAKELEY,2176,NSW,
548,BONNYRIGG,2177,NSW,
549,BONNYRIGG HEIGHTS,2177,NSW,
550,CECIL PARK,2178,NSW,
551,KEMPS CREEK,2178,NSW,
552,MOUNT VERNON,2178,NSW,
553,AUSTRAL,2179,NSW,
554,LEPPINGTON,2179,NSW,
555,CHULLORA,2190,NSW,
556,GREENACRE,2190,NSW,
557,MOUNT LEWIS,2190,NSW,
558,BELFIELD,2191,NSW,
559,BELMORE,2192,NSW,
560,ASHBURY,2193,NSW,
561,CANTERBURY,2193,NSW,
562,HURLSTONE PARK,2193,NSW,
563,CAMPSIE,2194,NSW,
564,LAKEMBA,2195,NSW,
565,WILEY PARK,2195,NSW,
566,PUNCHBOWL,2196,NSW,
567,ROSELANDS,2196,NSW,
568,BASS HILL,2197,NSW,
569,GEORGES HALL,2198,NSW,
570,YAGOONA,2199,NSW,
571,YAGOONA WEST,2199,NSW,
572,BANKSTOWN,2200,NSW,
573,BANKSTOWN AERODROME,2200,NSW,
574,BANKSTOWN NORTH,2200,NSW,
575,BANKSTOWN SQUARE,2200,NSW,
576,CONDELL PARK,2200,NSW,
577,MANAHAN,2200,NSW,
578,MOUNT LEWIS,2200,NSW,
579,DULWICH HILL,2203,NSW,
580,MARRICKVILLE,2204,NSW,
581,MARRICKVILLE METRO,2204,NSW,
582,MARRICKVILLE SOUTH,2204,NSW,
583,ARNCLIFFE,2205,NSW,
584,TURRELLA,2205,NSW,
585,WOLLI CREEK,2205,NSW,
586,CLEMTON PARK,2206,NSW,
587,EARLWOOD,2206,NSW,
588,BARDWELL PARK,2207,NSW,
589,BARDWELL VALLEY,2207,NSW,
590,BEXLEY,2207,NSW,
591,BEXLEY NORTH,2207,NSW,
592,BEXLEY SOUTH,2207,NSW,
593,KINGSGROVE,2208,NSW,
594,BEVERLY HILLS,2209,NSW,
595,NARWEE,2209,NSW,
596,LUGARNO,2210,NSW,
597,PEAKHURST,2210,NSW,
598,PEAKHURST HEIGHTS,2210,NSW,
599,RIVERWOOD,2210,NSW,
600,PADSTOW,2211,NSW,
601,PADSTOW HEIGHTS,2211,NSW,
602,REVESBY,2212,NSW,
603,REVESBY HEIGHTS,2212,NSW,
604,REVESBY NORTH,2212,NSW,
605,EAST HILLS,2213,NSW,
606,PANANIA,2213,NSW,
607,PICNIC POINT,2213,NSW,
608,MILPERRA,2214,NSW,
609,BANKSIA,2216,NSW,
610,BRIGHTON-LE-SANDS,2216,NSW,
611,KYEEMAGH,2216,NSW,
612,ROCKDALE,2216,NSW,
613,BEVERLEY PARK,2217,NSW,
614,KOGARAH,2217,NSW,
615,KOGARAH BAY,2217,NSW,
616,MONTEREY,2217,NSW,
617,RAMSGATE,2217,NSW,
618,RAMSGATE BEACH,2217,NSW,
619,ALLAWAH,2218,NSW,
620,CARLTON,2218,NSW,
621,DOLLS POINT,2219,NSW,
622,SANDRINGHAM,2219,NSW,
623,SANS SOUCI,2219,NSW,
624,HURSTVILLE,2220,NSW,
625,HURSTVILLE GROVE,2220,NSW,
626,HURSTVILLE WESTFIELD,2220,NSW,
627,BLAKEHURST,2221,NSW,
628,CARSS PARK,2221,NSW,
629,CONNELLS POINT,2221,NSW,
630,KYLE BAY,2221,NSW,
631,SOUTH HURSTVILLE,2221,NSW,
632,PENSHURST,2222,NSW,
633,MORTDALE,2223,NSW,
634,OATLEY,2223,NSW,
635,KANGAROO POINT,2224,NSW,
636,SYLVANIA,2224,NSW,
637,SYLVANIA SOUTHGATE,2224,NSW,
638,SYLVANIA WATERS,2224,NSW,
640,OYSTER BAY,2225,NSW,
641,BONNET BAY,2226,NSW,
642,COMO,2226,NSW,
643,JANNALI,2226,NSW,
644,GYMEA,2227,NSW,
645,GYMEA BAY,2227,NSW,
646,MIRANDA,2228,NSW,
647,YOWIE BAY,2228,NSW,
648,CARINGBAH,2229,NSW,
649,DOLANS BAY,2229,NSW,
650,LILLI PILLI,2229,NSW,
651,PORT HACKING,2229,NSW,
652,TAREN POINT,2229,NSW,
654,BUNDEENA,2230,NSW,
655,BURRANEER,2230,NSW,
656,CRONULLA,2230,NSW,
657,MAIANBAR,2230,NSW,
658,WOOLOOWARE,2230,NSW,
659,KURNELL,2231,NSW,
662,GRAYS POINT,2232,NSW,
663,KAREELA,2232,NSW,
664,KIRRAWEE,2232,NSW,
665,LOFTUS,2232,NSW,
666,SUTHERLAND,2232,NSW,
667,WORONORA,2232,NSW,
668,ENGADINE,2233,NSW,
669,HEATHCOTE,2233,NSW,
670,WATERFALL,2233,NSW,
671,WORONORA HEIGHTS,2233,NSW,
672,YARRAWARRAH,2233,NSW,
673,ALFORDS POINT,2234,NSW,
674,BANGOR,2234,NSW,
675,BARDEN RIDGE,2234,NSW,
676,ILLAWONG,2234,NSW,
677,LUCAS HEIGHTS,2234,NSW,
678,MENAI,2234,NSW,
679,MENAI CENTRAL,2234,NSW,
680,BUCKETTY,2250,NSW,
681,CALGA,2250,NSW,
682,CENTRAL MANGROVE,2250,NSW,
683,EAST GOSFORD,2250,NSW,
684,ERINA,2250,NSW,
685,ERINA FAIR,2250,NSW,
686,GLENWORTH VALLEY,2250,NSW,
687,GOSFORD,2250,NSW,
688,GREENGROVE,2250,NSW,
689,HOLGATE,2250,NSW,
690,KARIONG,2250,NSW,
691,KULNURA,2250,NSW,
692,LISAROW,2250,NSW,
693,LOWER MANGROVE,2250,NSW,
694,MANGROVE CREEK,2250,NSW,
695,MANGROVE MOUNTAIN,2250,NSW,
696,MATCHAM,2250,NSW,
697,MOONEY MOONEY CREEK,2250,NSW,
698,MOUNT ELLIOT,2250,NSW,
699,MOUNT WHITE,2250,NSW,
700,NARARA,2250,NSW,
701,NIAGARA PARK,2250,NSW,
702,NORTH GOSFORD,2250,NSW,
703,PEATS RIDGE,2250,NSW,
704,POINT CLARE,2250,NSW,
705,POINT FREDERICK,2250,NSW,
706,SOMERSBY,2250,NSW,
707,SPRINGFIELD,2250,NSW,
708,TASCOTT,2250,NSW,
709,TEN MILE HOLLOW,2250,NSW,
710,UPPER MANGROVE,2250,NSW,
711,WENDOREE PARK,2250,NSW,
712,WEST GOSFORD,2250,NSW,
713,WYOMING,2250,NSW,
714,AVOCA BEACH,2251,NSW,
715,BENSVILLE,2251,NSW,
716,BOUDDI,2251,NSW,
717,COPACABANA,2251,NSW,
718,DAVISTOWN,2251,NSW,
719,GREEN POINT,2251,NSW,
720,KINCUMBER,2251,NSW,
721,KINCUMBER SOUTH,2251,NSW,
722,MACMASTERS BEACH,2251,NSW,
723,PICKETTS VALLEY,2251,NSW,
724,SARATOGA,2251,NSW,
725,YATTALUNGA,2251,NSW,
726,BLACKWALL,2256,NSW,
727,HORSFIELD BAY,2256,NSW,
728,KOOLEWONG,2256,NSW,
729,LITTLE WOBBY,2256,NSW,
730,PATONGA,2256,NSW,
731,PEARL BEACH,2256,NSW,
732,PHEGANS BAY,2256,NSW,
733,WONDABYNE,2256,NSW,
734,WOY WOY,2256,NSW,
735,WOY WOY BAY,2256,NSW,
736,BOOKER BAY,2257,NSW,
737,BOX HEAD,2257,NSW,
738,DALEYS POINT,2257,NSW,
739,EMPIRE BAY,2257,NSW,
740,ETTALONG BEACH,2257,NSW,
741,HARDYS BAY,2257,NSW,
742,KILLCARE,2257,NSW,
743,KILLCARE HEIGHTS,2257,NSW,
744,PRETTY BEACH,2257,NSW,
745,ST HUBERTS ISLAND,2257,NSW,
746,UMINA BEACH,2257,NSW,
747,WAGSTAFFE,2257,NSW,
748,FOUNTAINDALE,2258,NSW,
749,KANGY ANGY,2258,NSW,
750,OURIMBAH,2258,NSW,
751,PALM GROVE,2258,NSW,
752,PALMDALE,2258,NSW,
753,ALISON,2259,NSW,
754,BUSHELLS RIDGE,2259,NSW,
755,CEDAR BRUSH CREEK,2259,NSW,
756,CHAIN VALLEY BAY,2259,NSW,
757,CRANGAN BAY,2259,NSW,
758,DOORALONG,2259,NSW,
759,DURREN DURREN,2259,NSW,
760,FRAZER PARK,2259,NSW,
761,FREEMANS,2259,NSW,
762,GWANDALAN,2259,NSW,
763,HALLORAN,2259,NSW,
764,HAMLYN TERRACE,2259,NSW,
