LocationId,Suburb,Postcode,Zone Abbreviation,Serialised Settings
2130,ARRAWARRA,2456,NSW,
2131,ARRAWARRA HEADLAND,2456,NSW,
2132,CORINDI BEACH,2456,NSW,
2133,EMERALD BEACH,2456,NSW,
2134,MULLAWAY,2456,NSW,
2135,RED ROCK,2456,NSW,
2136,SAFETY BEACH,2456,NSW,
2137,SANDY BEACH,2456,NSW,
2138,UPPER CORINDI,2456,NSW,
2139,WOOLGOOLGA,2456,NSW,
2141,ALUMY CREEK,2460,NSW,
2142,BARCOONGERE,2460,NSW,
2143,BARRETTS CREEK,2460,NSW,
2144,BARYULGIL,2460,NSW,
2145,BLAXLANDS CREEK,2460,NSW,
2146,BOM BOM,2460,NSW,
2147,BOOKRAM,2460,NSW,
2148,BRAUNSTONE,2460,NSW,
2149,BRUSHGROVE,2460,NSW,
2150,BUCCARUMBI,2460,NSW,
2151,CALAMIA,2460,NSW,
2152,CANGAI,2460,NSW,
2153,CARNHAM,2460,NSW,
2154,CARRS CREEK,2460,NSW,
2155,CARRS ISLAND,2460,NSW,
2156,CARRS PENINSULAR,2460,NSW,
2157,CHAELUNDI,2460,NSW,
2158,CHAMBIGNE,2460,NSW,
2159,CLARENZA,2460,NSW,
2160,CLIFDEN,2460,NSW,
2161,COALDALE,2460,NSW,
2162,COLLUM COLLUM,2460,NSW,
2163,COOMBADJHA,2460,NSW,
2164,COPMANHURST,2460,NSW,
2165,COUTTS CROSSING,2460,NSW,
2166,COWPER,2460,NSW,
2167,CROWTHER ISLAND,2460,NSW,
2168,DALMORTON,2460,NSW,
2169,DILKOON,2460,NSW,
2171,DUMBUDGERY,2460,NSW,
2172,EATONSVILLE,2460,NSW,
2173,EIGHTEEN MILE,2460,NSW,
2174,ELLAND,2460,NSW,
2175,FINE FLOWER,2460,NSW,
2176,FORTIS CREEK,2460,NSW,
2177,GLENUGIE,2460,NSW,
2178,GRAFTON,2460,NSW,
2180,GREAT MARLOW,2460,NSW,
2181,GURRANANG,2460,NSW,
2182,HALFWAY CREEK,2460,NSW,
2183,HEIFER STATION,2460,NSW,
2184,JACKADGERY,2460,NSW,
2185,JUNCTION HILL,2460,NSW,
2186,KANGAROO CREEK,2460,NSW,
2188,KOOLKHAN,2460,NSW,
2189,KREMNOS,2460,NSW,
2190,KUNGALA,2460,NSW,
2191,KYARRAN,2460,NSW,
2192,LANITZA,2460,NSW,
2193,LAWRENCE,2460,NSW,
2194,LEVENSTRATH,2460,NSW,
2195,LILYDALE,2460,NSW,
2196,LIONSVILLE,2460,NSW,
2197,LOWER SOUTHGATE,2460,NSW,
2198,MALABUGILMAH,2460,NSW,
2199,MOLEVILLE CREEK,2460,NSW,
2200,MOUNTAIN VIEW,2460,NSW,
2201,MYLNEFORD,2460,NSW,
2202,NEWBOLD,2460,NSW,
2203,NYMBOIDA,2460,NSW,
2204,PULGANBAR,2460,NSW,
2205,PUNCHBOWL,2460,NSW,
2206,RAMORNIE,2460,NSW,
2207,RUSHFORTH,2460,NSW,
2208,SANDY CROSSING,2460,NSW,
2209,SEELANDS,2460,NSW,
2210,SHANNONDALE,2460,NSW,
2211,SMITHS CREEK,2460,NSW,
2212,SOUTH ARM,2460,NSW,
2213,SOUTH GRAFTON,2460,NSW,
2214,SOUTHAMPTON,2460,NSW,
2215,SOUTHGATE,2460,NSW,
2216,STOCKYARD CREEK,2460,NSW,
2217,THE PINNACLES,2460,NSW,
2218,THE WHITEMAN,2460,NSW,
2219,TOWALLUM,2460,NSW,
2220,TRENAYR,2460,NSW,
2221,TYNDALE,2460,NSW,
2222,UPPER COPMANHURST,2460,NSW,
2223,UPPER FINE FLOWER,2460,NSW,
2224,WARRAGAI CREEK,2460,NSW,
2225,WASHPOOL,2460,NSW,
2226,WATERVIEW,2460,NSW,
2227,WATERVIEW HEIGHTS,2460,NSW,
2228,WELLS CROSSING,2460,NSW,
2229,WHITEMAN CREEK,2460,NSW,
2230,WINEGROVE,2460,NSW,
2231,WOMBAT CREEK,2460,NSW,
2232,CALLIOPE,2462,NSW,
2233,COLDSTREAM,2462,NSW,
2234,DIGGERS CAMP,2462,NSW,
2235,GILLETTS RIDGE,2462,NSW,
2236,LAKE HIAWATHA,2462,NSW,
2237,LAVADIA,2462,NSW,
2238,MINNIE WATER,2462,NSW,
2239,PILLAR VALLEY,2462,NSW,
2240,SWAN CREEK,2462,NSW,
2241,TUCABIA,2462,NSW,
2242,ULMARRA,2462,NSW,
2243,WOOLI,2462,NSW,
2244,ASHBY,2463,NSW,
2245,ASHBY HEIGHTS,2463,NSW,
2246,ASHBY ISLAND,2463,NSW,
2247,BROOMS HEAD,2463,NSW,
2248,GULMARRAD,2463,NSW,
2249,ILARWILL,2463,NSW,
2250,JACKY BULBIN FLAT,2463,NSW,
2251,JAMES CREEK,2463,NSW,
2252,MACLEAN,2463,NSW,
2253,PALMERS CHANNEL,2463,NSW,
2254,PALMERS ISLAND,2463,NSW,
2255,SANDON,2463,NSW,
2256,SHARK CREEK,2463,NSW,
2257,TALOUMBI,2463,NSW,
2258,THE SANDON,2463,NSW,
2259,TOWNSEND,2463,NSW,
2260,TULLYMORGAN,2463,NSW,
2262,ANGOURIE,2464,NSW,
2263,FREEBURN ISLAND,2464,NSW,
2264,MICALO ISLAND,2464,NSW,
2265,WOOLOWEYAH,2464,NSW,
2266,YAMBA,2464,NSW,
2267,YURAYGIR,2464,NSW,
2268,HARWOOD,2465,NSW,
2269,ILUKA,2466,NSW,
2270,THE FRESHWATER,2466,NSW,
2271,WOODY HEAD,2466,NSW,
2273,BEAN CREEK,2469,NSW,
2274,BINGEEBEEBRA CREEK,2469,NSW,
2275,BONALBO,2469,NSW,
2277,BOTTLE CREEK,2469,NSW,
2278,BULLDOG,2469,NSW,
2279,BUNGAWALBIN,2469,NSW,
2280,BUSBYS FLAT,2469,NSW,
2281,CAMBRIDGE PLATEAU,2469,NSW,
2282,CAMIRA,2469,NSW,
2283,CAPEEN CREEK,2469,NSW,
2284,CHATSWORTH,2469,NSW,
2285,CLEARFIELD,2469,NSW,
2286,COONGBAR,2469,NSW,
2287,CULMARAN CREEK,2469,NSW,
2288,DEEP CREEK,2469,NSW,
2289,DRAKE,2469,NSW,
2290,DRAKE VILLAGE,2469,NSW,
2291,DUCK CREEK,2469,NSW,
2292,EWINGAR,2469,NSW,
2293,GIBBERAGEE,2469,NSW,
2294,GOODWOOD ISLAND,2469,NSW,
2295,GORGE CREEK,2469,NSW,
2296,HAYSTACK,2469,NSW,
2297,HOGARTH RANGE,2469,NSW,
2298,JACKSONS FLAT,2469,NSW,
2299,JOES BOX,2469,NSW,
2300,KIPPENDUFF,2469,NSW,
2301,LOUISA CREEK,2469,NSW,
2302,LOWER BOTTLE CREEK,2469,NSW,
2303,LOWER DUCK CREEK,2469,NSW,
2304,LOWER PEACOCK,2469,NSW,
2305,MALLANGANEE,2469,NSW,
2306,MOOKIMA WYBRA,2469,NSW,
2307,MORORO,2469,NSW,
2308,MOUNT MARSH,2469,NSW,
2309,MUMMULGUM,2469,NSW,
2310,MYRTLE CREEK,2469,NSW,
2311,OLD BONALBO,2469,NSW,
2312,PADDYS FLAT,2469,NSW,
2313,PAGANS FLAT,2469,NSW,
2314,PEACOCK CREEK,2469,NSW,
2315,PIKAPENE,2469,NSW,
2317,RAPPVILLE,2469,NSW,
2318,SANDILANDS,2469,NSW,
2319,SIMPKINS CREEK,2469,NSW,
2320,SIX MILE SWAMP,2469,NSW,
2321,TABULAM,2469,NSW,
2322,THERESA CREEK,2469,NSW,
2323,TUNGLEBUNG,2469,NSW,
2324,UPPER DUCK CREEK,2469,NSW,
2325,WARREGAH ISLAND,2469,NSW,
2326,WHIPORIE,2469,NSW,
2327,WOOMBAH,2469,NSW,
2328,WYAN,2469,NSW,
2329,YABBRA,2469,NSW,
2330,BABYL CREEK,2470,NSW,
2331,BACKMEDE,2470,NSW,
2333,CASINO,2470,NSW,
2334,COOMBELL,2470,NSW,
2335,DOBIES BIGHT,2470,NSW,
2336,DOUBTFUL CREEK,2470,NSW,
2337,DYRAABA,2470,NSW,
2338,ELLANGOWAN,2470,NSW,
2339,FAIRY HILL,2470,NSW,
2340,IRVINGTON,2470,NSW,
2341,LEEVILLE,2470,NSW,
2342,LOWER DYRAABA,2470,NSW,
2343,MONGOGARIE,2470,NSW,
2344,NAUGHTONS GAP,2470,NSW,
2345,NORTH CASINO,2470,NSW,
2346,PIORA,2470,NSW,
2347,SEXTONVILLE,2470,NSW,
2348,SHANNON BROOK,2470,NSW,
2349,SPRING GROVE,2470,NSW,
2350,STRATHEDEN,2470,NSW,
2351,UPPER MONGOGARIE,2470,NSW,
2352,WOODVIEW,2470,NSW,
2353,WOOLNERS ARM,2470,NSW,
2355,YORKLEA,2470,NSW,
2356,BORA RIDGE,2471,NSW,
2357,CODRINGTON,2471,NSW,
2358,CORAKI,2471,NSW,
2359,EAST CORAKI,2471,NSW,
2360,GREEN FOREST,2471,NSW,
2361,GREENRIDGE,2471,NSW,
2362,NORTH WOODBURN,2471,NSW,
2363,SWAN BAY,2471,NSW,
2364,TATHAM,2471,NSW,
2365,BROADWATER,2472,NSW,
2366,BUCKENDOON,2472,NSW,
2367,ESK,2472,NSW,
2368,KILGIN,2472,NSW,
2369,NEW ITALY,2472,NSW,
2370,RILEYS HILL,2472,NSW,
2371,TABBIMOBLE,2472,NSW,
2372,WOODBURN,2472,NSW,
2373,DOONBAH,2473,NSW,
2374,EVANS HEAD,2473,NSW,
2375,IRON GATES,2473,NSW,
2376,SOUTH EVANS HEAD,2473,NSW,
2377,AFTERLEE,2474,NSW,
2378,BARKERS VALE,2474,NSW,
2379,BORDER RANGES,2474,NSW,
2380,CAWONGLA,2474,NSW,
2381,CEDAR POINT,2474,NSW,
2382,COLLINS CREEK,2474,NSW,
2383,COUGAL,2474,NSW,
2384,DAIRY FLAT,2474,NSW,
2385,EDEN CREEK,2474,NSW,
2386,EDENVILLE,2474,NSW,
2387,ETTRICK,2474,NSW,
2388,FAWCETTS PLAIN,2474,NSW,
2389,FINDON CREEK,2474,NSW,
2390,GENEVA,2474,NSW,
2391,GHINNI GHI,2474,NSW,
2392,GRADYS CREEK,2474,NSW,
2393,GREEN PIGEON,2474,NSW,
2394,GREVILLIA,2474,NSW,
2395,HOMELEIGH,2474,NSW,
2396,HORSE STATION CREEK,2474,NSW,
2397,HORSESHOE CREEK,2474,NSW,
2398,IRON POT CREEK,2474,NSW,
2399,KILGRA,2474,NSW,
2400,KYOGLE,2474,NSW,
2401,LITTLE BACK CREEK,2474,NSW,
2402,LOADSTONE,2474,NSW,
2403,LYNCHS CREEK,2474,NSW,
2404,NEW PARK,2474,NSW,
2405,OLD GREVILLIA,2474,NSW,
2406,ROSEBERRY,2474,NSW,
2407,ROSEBERRY CREEK,2474,NSW,
2408,RUKENVALE,2474,NSW,
2409,SAWPIT CREEK,2474,NSW,
2410,SHERWOOD,2474,NSW,
2411,SMITHS CREEK,2474,NSW,
2412,TERRACE CREEK,2474,NSW,
2413,THE RISK,2474,NSW,
2414,TOONUMBAR,2474,NSW,
2415,UNUMGAR,2474,NSW,
2416,UPPER EDEN CREEK,2474,NSW,
2417,UPPER HORSESHOE CREEK,2474,NSW,
2418,WADEVILLE,2474,NSW,
2419,WARRAZAMBIL CREEK,2474,NSW,
2420,WEST WIANGAREE,2474,NSW,
2421,WIANGAREE,2474,NSW,
2422,WYNEDEN,2474,NSW,
2423,TOOLOOM,2475,NSW,
2424,UPPER TOOLOOM,2475,NSW,
2425,URBENVILLE,2475,NSW,
2427,ACACIA CREEK,2476,NSW,
2429,BOOMI CREEK,2476,NSW,
2430,BRUMBY PLAINS,2476,NSW,
2431,KOREELAH,2476,NSW,
2432,LEGUME,2476,NSW,
2433,LINDESAY CREEK,2476,NSW,
2434,LOWER ACACIA CREEK,2476,NSW,
2435,MULI MULI,2476,NSW,
2437,THE GLEN,2476,NSW,
2438,WOODENBONG,2476,NSW,
2439,ALSTONVALE,2477,NSW,
2440,ALSTONVILLE,2477,NSW,
2441,BAGOTVILLE,2477,NSW,
2442,CABBAGE TREE ISLAND,2477,NSW,
2443,DALWOOD,2477,NSW,
2444,EAST WARDELL,2477,NSW,
2445,GOAT ISLAND,2477,NSW,
2446,LYNWOOD,2477,NSW,
2447,MEERSCHAUM VALE,2477,NSW,
2448,PEARCES CREEK,2477,NSW,
2449,ROUS,2477,NSW,
2450,ROUS MILL,2477,NSW,
2451,TUCKOMBIL,2477,NSW,
2452,URALBA,2477,NSW,
2453,WARDELL,2477,NSW,
2454,WOLLONGBAR,2477,NSW,
2455,BALLINA,2478,NSW,
2456,COOLGARDIE,2478,NSW,
2457,CUMBALUM,2478,NSW,
2458,EAST BALLINA,2478,NSW,
2459,EMPIRE VALE,2478,NSW,
2460,KEITH HALL,2478,NSW,
2461,LENNOX HEAD,2478,NSW,
2462,PATCHS BEACH,2478,NSW,
2463,PIMLICO,2478,NSW,
2464,PIMLICO ISLAND,2478,NSW,
2465,SKENNARS HEAD,2478,NSW,
2466,SOUTH BALLINA,2478,NSW,
2467,TEVEN,2478,NSW,
2468,TINTENBAR,2478,NSW,
2469,WEST BALLINA,2478,NSW,
2470,BANGALOW,2479,NSW,
2471,BINNA BURRA,2479,NSW,
2472,BROOKLET,2479,NSW,
2473,COOPERS SHOOT,2479,NSW,
2474,COORABELL,2479,NSW,
2475,FERNLEIGH,2479,NSW,
2476,KNOCKROW,2479,NSW,
2477,MCLEODS SHOOT,2479,NSW,
2478,NASHUA,2479,NSW,
2479,NEWRYBAR,2479,NSW,
2481,POSSUM CREEK,2479,NSW,
2483,BENTLEY,2480,NSW,
2484,BEXHILL,2480,NSW,
2485,BLAKEBROOK,2480,NSW,
2486,BLUE KNOB,2480,NSW,
2487,BOAT HARBOUR,2480,NSW,
2488,BOOERIE CREEK,2480,NSW,
2489,BOORABEE PARK,2480,NSW,
2490,BOOYONG,2480,NSW,
2491,BUNGABBEE,2480,NSW,
2492,CANIABA,2480,NSW,
2493,CHILCOTTS GRASS,2480,NSW,
2494,CLOVASS,2480,NSW,
2495,CLUNES,2480,NSW,
2496,COFFEE CAMP,2480,NSW,
2497,CORNDALE,2480,NSW,
2498,DORROUGHBY,2480,NSW,
2499,DUNGARUBBA,2480,NSW,
2500,DUNOON,2480,NSW,
2501,EAST LISMORE,2480,NSW,
2502,ELTHAM,2480,NSW,
2503,EUREKA,2480,NSW,
2504,FERNSIDE,2480,NSW,
2505,GEORGICA,2480,NSW,
2506,GIRARDS HILL,2480,NSW,
2507,GOOLMANGAR,2480,NSW,
2508,GOONELLABAH,2480,NSW,
2509,HOWARDS GRASS,2480,NSW,
2510,JIGGI,2480,NSW,
2511,KEERRONG,2480,NSW,
2512,KOONORIGAN,2480,NSW,
2513,LAGOON GRASS,2480,NSW,
2514,LARNOOK,2480,NSW,
2515,LEYCESTER,2480,NSW,
2516,LILLIAN ROCK,2480,NSW,
2517,LINDENDALE,2480,NSW,
2518,LISMORE,2480,NSW,
2519,LISMORE HEIGHTS,2480,NSW,
2520,LOFTVILLE,2480,NSW,
2521,MAROM CREEK,2480,NSW,
2522,MCKEES HILL,2480,NSW,
2523,MCLEANS RIDGES,2480,NSW,
2524,MODANVILLE,2480,NSW,
2525,MONALTRIE,2480,NSW,
2526,MOUNTAIN TOP,2480,NSW,
2527,NIGHTCAP,2480,NSW,
2528,NIMBIN,2480,NSW,
2529,NORTH LISMORE,2480,NSW,
2530,NUMULGI,2480,NSW,
2531,REPENTANCE CREEK,2480,NSW,
2532,RICHMOND HILL,2480,NSW,
2533,ROCK VALLEY,2480,NSW,
2534,ROSEBANK,2480,NSW,
2535,RUTHVEN,2480,NSW,
2536,SOUTH GUNDURIMBA,2480,NSW,
2537,SOUTH LISMORE,2480,NSW,
2538,STONY CHUTE,2480,NSW,
2539,TERANIA CREEK,2480,NSW,
2540,THE CHANNON,2480,NSW,
2541,TREGEAGLE,2480,NSW,
2542,TUCKI TUCKI,2480,NSW,
2543,TUCKURIMBA,2480,NSW,
2544,TULLERA,2480,NSW,
2545,TUNCESTER,2480,NSW,
2546,TUNTABLE CREEK,2480,NSW,
2547,WHIAN WHIAN,2480,NSW,
2548,WOODLAWN,2480,NSW,
2549,WYRALLAH,2480,NSW,
2550,BROKEN HEAD,2481,NSW,
2551,BYRON BAY,2481,NSW,
2552,EWINGSDALE,2481,NSW,
2553,MYOCUM,2481,NSW,
2554,SKINNERS SHOOT,2481,NSW,
2555,SUFFOLK PARK,2481,NSW,
2556,TALOFA,2481,NSW,
2557,TYAGARAH,2481,NSW,
2558,GOONENGERRY,2482,NSW,
2559,HUONBROOK,2482,NSW,
2560,KOONYUM RANGE,2482,NSW,
2561,MAIN ARM,2482,NSW,
2562,MONTECOLLUM,2482,NSW,
2563,MULLUMBIMBY,2482,NSW,
2564,MULLUMBIMBY CREEK,2482,NSW,
2565,PALMWOODS,2482,NSW,
2566,UPPER COOPERS CREEK,2482,NSW,
2567,UPPER MAIN ARM,2482,NSW,
2568,UPPER WILSONS CREEK,2482,NSW,
2569,WANGANUI,2482,NSW,
2570,WILSONS CREEK,2482,NSW,
2571,BILLINUDGEL,2483,NSW,
2572,BRUNSWICK HEADS,2483,NSW,
2573,BURRINGBAR,2483,NSW,
2574,CRABBES CREEK,2483,NSW,
2575,MIDDLE POCKET,2483,NSW,
2576,MOOBALL,2483,NSW,
2577,NEW BRIGHTON,2483,NSW,
2578,OCEAN SHORES,2483,NSW,
2579,SLEEPY HOLLOW,2483,NSW,
2580,SOUTH GOLDEN BEACH,2483,NSW,
2581,THE POCKET,2483,NSW,
2582,UPPER BURRINGBAR,2483,NSW,
2583,WOOYUNG,2483,NSW,
2584,YELGUN,2483,NSW,
2585,BACK CREEK,2484,NSW,
2586,BRAY PARK,2484,NSW,
2587,BRAYS CREEK,2484,NSW,
2588,BYANGUM,2484,NSW,
2589,BYRRILL CREEK,2484,NSW,
2590,CEDAR CREEK,2484,NSW,
2591,CHILLINGHAM,2484,NSW,
2592,CHOWAN CREEK,2484,NSW,
2593,CLOTHIERS CREEK,2484,NSW,
2594,COMMISSIONERS CREEK,2484,NSW,
2595,CONDONG,2484,NSW,
2596,CRYSTAL CREEK,2484,NSW,
2597,CUDGERA CREEK,2484,NSW,
2598,DOON DOON,2484,NSW,
2599,DULGUIGAN,2484,NSW,
2600,DUM DUM,2484,NSW,
2601,DUNBIBLE,2484,NSW,
2602,DUNGAY,2484,NSW,
2603,EUNGELLA,2484,NSW,
2604,EVIRON,2484,NSW,
2605,FARRANTS HILL,2484,NSW,
2606,FERNVALE,2484,NSW,
2607,HOPKINS CREEK,2484,NSW,
2608,KIELVALE,2484,NSW,
2609,KUNGHUR,2484,NSW,
2610,KUNGHUR CREEK,2484,NSW,
2611,KYNNUMBOON,2484,NSW,
2612,LIMPINWOOD,2484,NSW,
2613,MEBBIN,2484,NSW,
2614,MIDGINBIL,2484,NSW,
2615,MOUNT BURRELL,2484,NSW,
2616,MOUNT WARNING,2484,NSW,
2617,MURWILLUMBAH,2484,NSW,
2618,MURWILLUMBAH SOUTH,2484,NSW,
2619,NOBBYS CREEK,2484,NSW,
2620,NORTH ARM,2484,NSW,
2621,NUMINBAH,2484,NSW,
2622,NUNDERI,2484,NSW,
2623,PALMVALE,2484,NSW,
2624,PUMPENBIL,2484,NSW,
2625,RESERVE CREEK,2484,NSW,
2626,ROUND MOUNTAIN,2484,NSW,
2627,ROWLANDS CREEK,2484,NSW,
2628,SMITHS CREEK,2484,NSW,
2629,SOUTH MURWILLUMBAH,2484,NSW,
2630,STOKERS SIDING,2484,NSW,
2631,TERRAGON,2484,NSW,
2632,TOMEWIN,2484,NSW,
2633,TYALGUM,2484,NSW,
2634,TYALGUM CREEK,2484,NSW,
2635,TYGALGAH,2484,NSW,
2636,UKI,2484,NSW,
2637,UPPER CRYSTAL CREEK,2484,NSW,
2638,URLIUP,2484,NSW,
2639,WARDROP VALLEY,2484,NSW,
2640,TWEED HEADS,2485,NSW,
2641,TWEED HEADS WEST,2485,NSW,
2642,BANORA POINT,2486,NSW,
2643,BILAMBIL,2486,NSW,
2644,BILAMBIL HEIGHTS,2486,NSW,
2645,BUNGALORA,2486,NSW,
2646,CAROOL,2486,NSW,
2647,COBAKI,2486,NSW,
2648,COBAKI LAKES,2486,NSW,
2649,DUROBY,2486,NSW,
2650,GLENGARRIE,2486,NSW,
2651,PIGGABEEN,2486,NSW,
2652,TERRANORA,2486,NSW,
2653,TWEED HEADS SOUTH,2486,NSW,
2654,UPPER DUROBY,2486,NSW,
2655,CASUARINA,2487,NSW,
2656,CHINDERAH,2487,NSW,
2657,CUDGEN,2487,NSW,
2658,DURANBAH,2487,NSW,
2659,FINGAL HEAD,2487,NSW,
2660,KINGS FOREST,2487,NSW,
2661,KINGSCLIFF,2487,NSW,
2662,STOTTS CREEK,2487,NSW,
2663,BOGANGAR,2488,NSW,
2664,CABARITA BEACH,2488,NSW,
2665,TANGLEWOOD,2488,NSW,
2666,HASTINGS POINT,2489,NSW,
2667,POTTSVILLE,2489,NSW,
2668,NORTH TUMBULGUM,2490,NSW,
2669,TUMBULGUM,2490,NSW,
2670,CONISTON,2500,NSW,
2671,GWYNNEVILLE,2500,NSW,
2672,KEIRAVILLE,2500,NSW,
2673,MANGERTON,2500,NSW,
2674,MOUNT KEIRA,2500,NSW,
2675,MOUNT SAINT THOMAS,2500,NSW,
2676,NORTH WOLLONGONG,2500,NSW,
2677,SPRING HILL,2500,NSW,
2678,WEST WOLLONGONG,2500,NSW,
2679,WOLLONGONG,2500,NSW,
2680,WOLLONGONG WEST,2500,NSW,
2681,CRINGILA,2502,NSW,
2682,LAKE HEIGHTS,2502,NSW,
2683,PRIMBEE,2502,NSW,
2684,WARRAWONG,2502,NSW,
2686,PORT KEMBLA,2505,NSW,
2687,BERKELEY,2506,NSW,
2688,COALCLIFF,2508,NSW,
2689,DARKES FOREST,2508,NSW,
2690,HELENSBURGH,2508,NSW,
2691,LILYVALE,2508,NSW,
2692,MADDENS PLAINS,2508,NSW,
2693,OTFORD,2508,NSW,
2694,STANWELL PARK,2508,NSW,
2695,STANWELL TOPS,2508,NSW,
2696,WORONORA DAM,2508,NSW,
2697,AUSTINMER,2515,NSW,
2698,CLIFTON,2515,NSW,
2699,COLEDALE,2515,NSW,
2700,SCARBOROUGH,2515,NSW,
2701,THIRROUL,2515,NSW,
2702,WOMBARRA,2515,NSW,
2703,BULLI,2516,NSW,
2704,RUSSELL VALE,2517,NSW,
2705,WOONONA,2517,NSW,
2706,WOONONA EAST,2517,NSW,
2707,BELLAMBI,2518,NSW,
2708,CORRIMAL,2518,NSW,
2709,CORRIMAL EAST,2518,NSW,
2710,EAST CORRIMAL,2518,NSW,
2711,TARRAWANNA,2518,NSW,
2712,TOWRADGI,2518,NSW,
2713,BALGOWNIE,2519,NSW,
2714,FAIRY MEADOW,2519,NSW,
2715,FERNHILL,2519,NSW,
2716,MOUNT OUSLEY,2519,NSW,
2717,MOUNT PLEASANT,2519,NSW,
2719,FIGTREE,2525,NSW,
2720,CORDEAUX,2526,NSW,
2721,CORDEAUX HEIGHTS,2526,NSW,
2723,FARMBOROUGH HEIGHTS,2526,NSW,
2724,KEMBLA GRANGE,2526,NSW,
2725,KEMBLA HEIGHTS,2526,NSW,
2726,MOUNT KEMBLA,2526,NSW,
2727,UNANDERRA,2526,NSW,
2728,ALBION PARK,2527,NSW,
2729,ALBION PARK RAIL,2527,NSW,
2730,CALDERWOOD,2527,NSW,
2731,CROOM,2527,NSW,
2732,NORTH MACQUARIE,2527,NSW,
2733,TONGARRA,2527,NSW,
2734,TULLIMBAR,2527,NSW,
2735,YELLOW ROCK,2527,NSW,
2736,BARRACK HEIGHTS,2528,NSW,
2737,BARRACK POINT,2528,NSW,
2738,LAKE ILLAWARRA,2528,NSW,
2739,MOUNT WARRIGAL,2528,NSW,
2740,WARILLA,2528,NSW,
2741,WINDANG,2528,NSW,
2742,BLACKBUTT,2529,NSW,
2743,DUNMORE,2529,NSW,
2744,FLINDERS,2529,NSW,
2745,OAK FLATS,2529,NSW,
2746,SHELL COVE,2529,NSW,
2747,SHELLHARBOUR,2529,NSW,
2748,SHELLHARBOUR CITY CENTRE,2529,NSW,
2749,AVONDALE,2530,NSW,
2750,BROWNSVILLE,2530,NSW,
2751,CLEVELAND,2530,NSW,
2752,DAPTO,2530,NSW,
2753,HAYWARDS BAY,2530,NSW,
2754,HORSLEY,2530,NSW,
2755,HUNTLEY,2530,NSW,
2756,KANAHOOKA,2530,NSW,
2757,KOONAWARRA,2530,NSW,
2758,MARSHALL MOUNT,2530,NSW,
2759,PENROSE,2530,NSW,
2760,WONGAWILLI,2530,NSW,
2761,YALLAH,2530,NSW,
2762,BOMBO,2533,NSW,
2763,CURRAMORE,2533,NSW,
2764,JAMBEROO,2533,NSW,
2765,JERRARA,2533,NSW,
2766,KIAMA,2533,NSW,
2767,KIAMA DOWNS,2533,NSW,
2768,KIAMA HEIGHTS,2533,NSW,
2769,MINNAMURRA,2533,NSW,
2770,SADDLEBACK MOUNTAIN,2533,NSW,
2771,FOXGROUND,2534,NSW,
2772,GERRINGONG,2534,NSW,
2773,GERROA,2534,NSW,
2774,ROSE VALLEY,2534,NSW,
2775,TOOLIJOOA,2534,NSW,
2776,WERRI BEACH,2534,NSW,
2777,WILLOW VALE,2534,NSW,
2778,BACK FOREST,2535,NSW,
2779,BELLAWONGARAH,2535,NSW,
2780,BERRY,2535,NSW,
2781,BERRY MOUNTAIN,2535,NSW,
2782,BROGERS CREEK,2535,NSW,
2783,BROUGHTON,2535,NSW,
2784,BROUGHTON VALE,2535,NSW,
2786,BUDDEROO,2535,NSW,
2787,BUNDEWALLAH,2535,NSW,
2788,COOLANGATTA,2535,NSW,
2789,FAR MEADOW,2535,NSW,
2790,JASPERS BRUSH,2535,NSW,
2791,SHOALHAVEN HEADS,2535,NSW,
2792,WATTAMOLLA,2535,NSW,
2793,WOODHILL,2535,NSW,
2794,BATEHAVEN,2536,NSW,
2795,BATEMANS BAY,2536,NSW,
2796,BENANDARAH,2536,NSW,
2797,BIMBIMBIE,2536,NSW,
2798,BUCKENBOWRA,2536,NSW,
2799,CATALINA,2536,NSW,
2800,CURROWAN,2536,NSW,
2801,DENHAMS BEACH,2536,NSW,
2802,DEPOT BEACH,2536,NSW,
2803,DURRAS NORTH,2536,NSW,
2804,EAST LYNNE,2536,NSW,
2805,GUERILLA BAY,2536,NSW,
2806,JEREMADRA,2536,NSW,
2807,LILLI PILLI,2536,NSW,
2808,LONG BEACH,2536,NSW,
2809,MALONEYS BEACH,2536,NSW,
2810,MALUA BAY,2536,NSW,
2811,MOGO,2536,NSW,
2812,NELLIGEN,2536,NSW,
2813,NORTH BATEMANS BAY,2536,NSW,
2814,PEBBLY BEACH,2536,NSW,
2815,ROSEDALE,2536,NSW,
2816,RUNNYFORD,2536,NSW,
2817,SOUTH DURRAS,2536,NSW,
2818,SUNSHINE BAY,2536,NSW,
2819,SURF BEACH,2536,NSW,
2820,SURFSIDE,2536,NSW,
2821,WOODLANDS,2536,NSW,
2822,BERGALIA,2537,NSW,
2823,BINGIE,2537,NSW,
2824,BROULEE,2537,NSW,
2825,COILA,2537,NSW,
2826,CONGO,2537,NSW,
2827,DEUA,2537,NSW,
2828,DEUA RIVER VALLEY,2537,NSW,
2829,KIORA,2537,NSW,
2830,MERINGO,2537,NSW,
2831,MOGENDOURA,2537,NSW,
2832,MORUYA,2537,NSW,
2833,MORUYA HEADS,2537,NSW,
2834,MOSSY POINT,2537,NSW,
2835,TOMAKIN,2537,NSW,
2836,TURLINJAH,2537,NSW,
2837,TUROSS HEAD,2537,NSW,
2838,WAMBAN,2537,NSW,
